"datetime","game_id","team","score_sit","sf","sa","bsf","bsa","msf","msa"
"2016-11-26 02:00:00+00",20312,"ari",0,9,6,0,3,2,3
"2016-11-27 00:00:00+00",20313,"wsh",-3,8,4,3,3,5,2
"2016-11-27 00:00:00+00",20313,"wsh",-2,9,13,7,1,4,3
"2016-11-27 00:00:00+00",20313,"wsh",-1,5,12,2,4,2,6
"2016-11-27 00:00:00+00",20313,"wsh",0,1,1,2,0,1,0
"2016-11-27 00:00:00+00",20313,"tor",0,1,1,0,2,0,1
"2016-11-27 00:00:00+00",20313,"tor",1,12,5,4,2,6,2
"2016-11-27 00:00:00+00",20313,"tor",2,13,9,1,7,3,4
"2016-11-27 00:00:00+00",20313,"tor",3,4,8,3,3,2,5
"2016-11-27 00:00:00+00",20314,"car",-1,1,0,2,0,0,0
"2016-11-27 00:00:00+00",20314,"car",0,21,12,6,6,7,6
"2016-11-27 00:00:00+00",20314,"car",1,4,11,4,2,3,1
"2016-11-27 00:00:00+00",20314,"ott",-1,11,4,2,4,1,3
"2016-11-27 00:00:00+00",20314,"ott",0,12,21,6,6,6,7
"2016-11-27 00:00:00+00",20314,"ott",1,0,1,0,2,0,0
"2016-11-27 00:00:00+00",20315,"mtl",-1,2,4,3,1,0,0
"2016-11-27 00:00:00+00",20315,"mtl",0,19,21,7,8,9,11
"2016-11-27 00:00:00+00",20315,"det",0,21,19,8,7,11,9
"2016-11-27 00:00:00+00",20315,"det",1,4,2,1,3,0,0
"2016-11-27 00:00:00+00",20316,"cbj",-1,15,8,9,8,6,7
"2016-11-27 00:00:00+00",20316,"cbj",0,14,9,3,11,2,4
"2016-11-27 00:00:00+00",20316,"fla",0,9,14,11,3,4,2
"2016-11-27 00:00:00+00",20316,"fla",1,8,15,8,9,7,6
"2016-11-27 00:00:00+00",20317,"njd",-1,0,1,0,0,0,0
"2016-11-27 00:00:00+00",20317,"njd",0,9,8,2,2,2,1
"2016-11-27 00:00:00+00",20317,"njd",1,15,23,12,11,3,7
"2016-11-27 00:00:00+00",20317,"pit",-1,23,15,11,12,7,3
"2016-11-27 00:00:00+00",20317,"pit",0,8,9,2,2,1,2
"2016-11-27 00:00:00+00",20317,"pit",1,1,0,0,0,0,0
"2016-11-27 01:00:00+00",20318,"min",-1,4,4,5,1,4,4
"2016-11-27 01:00:00+00",20318,"min",0,7,12,6,6,1,4
"2016-11-27 01:00:00+00",20318,"min",1,9,17,3,3,2,5
"2016-11-27 01:00:00+00",20318,"stl",-1,17,9,3,3,5,2
"2016-11-27 01:00:00+00",20318,"stl",0,12,7,6,6,4,1
"2016-11-27 01:00:00+00",20318,"stl",1,4,4,1,5,4,4
"2016-11-27 03:00:00+00",20319,"van",0,12,9,4,4,1,8
"2016-11-27 03:00:00+00",20319,"van",1,12,14,0,7,7,6
"2016-11-27 03:00:00+00",20319,"col",-1,14,12,7,0,6,7
"2016-11-27 03:00:00+00",20319,"col",0,9,12,4,4,8,1
"2016-11-27 03:30:00+00",20320,"chi",0,13,17,11,6,9,8
"2016-11-27 03:30:00+00",20320,"chi",1,3,6,2,1,1,4
"2016-11-27 03:30:00+00",20320,"lak",-1,6,3,1,2,4,1
"2016-11-27 03:30:00+00",20320,"lak",0,17,13,6,11,8,9
"2016-11-27 03:30:00+00",20321,"ana",-1,1,0,2,0,0,0
"2016-11-27 03:30:00+00",20321,"ana",0,6,6,1,4,1,3
"2016-11-27 03:30:00+00",20321,"ana",1,17,10,10,19,11,8
"2016-11-27 03:30:00+00",20321,"sjs",-1,10,17,19,10,8,11
"2016-11-27 03:30:00+00",20321,"sjs",0,6,6,4,1,3,1
"2016-11-27 03:30:00+00",20321,"sjs",1,0,1,0,2,0,0
"2016-11-27 18:00:00+00",20322,"tbl",-3,15,11,6,1,4,9
"2016-11-27 18:00:00+00",20322,"tbl",-2,1,4,0,2,4,2
"2016-11-27 18:00:00+00",20322,"tbl",-1,7,3,3,2,1,0
"2016-11-27 18:00:00+00",20322,"tbl",0,7,9,2,2,6,1
"2016-11-27 18:00:00+00",20322,"bos",0,9,7,2,2,1,6
"2016-11-27 18:00:00+00",20322,"bos",1,3,7,2,3,0,1
"2016-11-27 18:00:00+00",20322,"bos",2,4,1,2,0,2,4
"2016-11-27 18:00:00+00",20322,"bos",3,11,15,1,6,9,4
"2016-11-27 20:00:00+00",20323,"ari",0,8,11,4,4,1,7
"2016-11-27 20:00:00+00",20323,"ari",1,12,21,10,7,4,6
"2016-11-27 20:00:00+00",20323,"edm",-1,21,12,7,10,6,4
"2016-11-27 20:00:00+00",20323,"edm",0,11,8,4,4,7,1
"2016-11-27 23:00:00+00",20324,"fla",-1,6,8,7,7,4,1
"2016-11-27 23:00:00+00",20324,"fla",0,2,3,0,0,3,1
"2016-11-27 23:00:00+00",20324,"fla",1,7,2,4,0,5,0
"2016-11-27 23:00:00+00",20324,"fla",2,8,10,4,2,2,3
"2016-11-27 23:00:00+00",20324,"car",-2,10,8,2,4,3,2
"2016-11-27 23:00:00+00",20324,"car",-1,2,7,0,4,0,5
"2016-11-27 23:00:00+00",20324,"car",0,3,2,0,0,1,3
"2016-11-27 23:00:00+00",20324,"car",1,8,6,7,7,1,4
"2016-11-27 18:00:00+00",20325,"nsh",-3,0,0,0,0,0,0
"2016-11-27 18:00:00+00",20325,"nsh",-2,0,0,0,0,0,0
"2016-11-27 18:00:00+00",20325,"nsh",-1,17,3,6,3,4,2
"2016-11-27 18:00:00+00",20325,"nsh",0,9,13,8,4,2,6
"2016-11-27 18:00:00+00",20325,"wpg",0,13,9,4,8,6,2
"2016-11-27 18:00:00+00",20325,"wpg",1,3,17,3,6,2,4
"2016-11-27 18:00:00+00",20325,"wpg",2,0,0,0,0,0,0
"2016-11-27 18:00:00+00",20325,"wpg",3,0,0,0,0,0,0
"2016-11-28 00:00:00+00",20326,"ott",0,6,7,6,3,1,6
"2016-11-28 00:00:00+00",20326,"ott",1,2,5,3,1,2,1
"2016-11-28 00:00:00+00",20326,"ott",2,9,14,9,10,4,2
"2016-11-28 00:00:00+00",20326,"nyr",-2,14,9,10,9,2,4
"2016-11-28 00:00:00+00",20326,"nyr",-1,5,2,1,3,1,2
"2016-11-28 00:00:00+00",20326,"nyr",0,7,6,3,6,6,1
"2016-11-28 00:30:00+00",20327,"cgy",-3,16,11,8,3,3,4
"2016-11-28 00:30:00+00",20327,"cgy",-2,0,5,1,1,0,0
"2016-11-28 00:30:00+00",20327,"cgy",-1,3,5,1,3,2,2
"2016-11-28 00:30:00+00",20327,"cgy",0,1,5,3,4,0,4
"2016-11-28 00:30:00+00",20327,"cgy",1,5,5,0,1,2,1
"2016-11-28 00:30:00+00",20327,"phi",-1,5,5,1,0,1,2
"2016-11-28 00:30:00+00",20327,"phi",0,5,1,4,3,4,0
"2016-11-28 00:30:00+00",20327,"phi",1,5,3,3,1,2,2
"2016-11-28 00:30:00+00",20327,"phi",2,5,0,1,1,0,0
"2016-11-28 00:30:00+00",20327,"phi",3,11,16,3,8,4,3
"2016-11-29 00:00:00+00",20328,"cgy",-1,19,14,4,6,3,8
"2016-11-29 00:00:00+00",20328,"cgy",0,7,6,8,4,7,3
"2016-11-29 00:00:00+00",20328,"nyi",0,6,7,4,8,3,7
"2016-11-29 00:00:00+00",20328,"nyi",1,14,19,6,4,8,3
"2016-11-29 01:00:00+00",20329,"dal",-2,3,6,3,0,2,1
"2016-11-29 01:00:00+00",20329,"dal",-1,5,6,3,3,2,3
"2016-11-29 01:00:00+00",20329,"dal",0,6,12,7,10,3,2
"2016-11-29 01:00:00+00",20329,"stl",0,12,6,10,7,2,3
"2016-11-29 01:00:00+00",20329,"stl",1,6,5,3,3,3,2
"2016-11-29 01:00:00+00",20329,"stl",2,6,3,0,3,1,2
"2016-11-30 00:00:00+00",20330,"car",-1,0,1,1,0,0,0
"2016-11-30 00:00:00+00",20330,"car",0,3,5,6,5,2,4
"2016-11-30 00:00:00+00",20330,"car",1,9,6,7,2,6,3
"2016-11-30 00:00:00+00",20330,"car",2,5,5,5,4,1,2
"2016-11-30 00:00:00+00",20330,"nyr",-2,5,5,4,5,2,1
"2016-11-30 00:00:00+00",20330,"nyr",-1,6,9,2,7,3,6
"2016-11-30 00:00:00+00",20330,"nyr",0,5,3,5,6,4,2
"2016-11-30 00:00:00+00",20330,"nyr",1,1,0,0,1,0,0
"2016-11-30 00:30:00+00",20331,"bos",-2,16,4,12,2,3,3
"2016-11-30 00:30:00+00",20331,"bos",-1,0,0,0,0,1,0
"2016-11-30 00:30:00+00",20331,"bos",0,17,10,3,4,4,3
"2016-11-30 00:30:00+00",20331,"phi",0,10,17,4,3,3,4
"2016-11-30 00:30:00+00",20331,"phi",1,0,0,0,0,0,1
"2016-11-30 00:30:00+00",20331,"phi",2,4,16,2,12,3,3
"2016-11-30 00:00:00+00",20332,"tbl",-3,17,13,8,0,9,4
"2016-11-30 00:00:00+00",20332,"tbl",-2,4,2,3,3,1,0
"2016-11-30 00:00:00+00",20332,"tbl",-1,3,11,3,4,2,5
"2016-11-30 00:00:00+00",20332,"tbl",0,0,4,1,2,0,3
"2016-11-30 00:00:00+00",20332,"cbj",0,4,0,2,1,3,0
"2016-11-30 00:00:00+00",20332,"cbj",1,11,3,4,3,5,2
"2016-11-30 00:00:00+00",20332,"cbj",2,2,4,3,3,0,1
"2016-11-30 00:00:00+00",20332,"cbj",3,13,17,0,8,4,9
"2016-11-30 00:30:00+00",20333,"buf",0,5,3,3,2,2,0
"2016-11-30 00:30:00+00",20333,"buf",1,10,17,11,8,3,3
"2016-11-30 00:30:00+00",20333,"buf",2,7,8,0,5,3,2
"2016-11-30 00:30:00+00",20333,"ott",-2,8,7,5,0,2,3
"2016-11-30 00:30:00+00",20333,"ott",-1,17,10,8,11,3,3
"2016-11-30 00:30:00+00",20333,"ott",0,3,5,2,3,0,2
"2016-11-30 00:30:00+00",20334,"dal",-2,1,0,0,0,0,0
"2016-11-30 00:30:00+00",20334,"dal",-1,13,4,5,3,6,0
"2016-11-30 00:30:00+00",20334,"dal",0,4,6,1,2,0,2
"2016-11-30 00:30:00+00",20334,"dal",1,6,5,3,3,1,2
"2016-11-30 00:30:00+00",20334,"det",-1,5,6,3,3,2,1
"2016-11-30 00:30:00+00",20334,"det",0,6,4,2,1,2,0
"2016-11-30 00:30:00+00",20334,"det",1,4,13,3,5,0,6
"2016-11-30 00:30:00+00",20334,"det",2,0,1,0,0,0,0
"2016-11-30 01:00:00+00",20335,"njd",-2,5,5,1,0,5,2
"2016-11-30 01:00:00+00",20335,"njd",-1,4,7,4,2,1,5
"2016-11-30 01:00:00+00",20335,"njd",0,7,8,8,3,10,5
"2016-11-30 01:00:00+00",20335,"wpg",0,8,7,3,8,5,10
"2016-11-30 01:00:00+00",20335,"wpg",1,7,4,2,4,5,1
"2016-11-30 01:00:00+00",20335,"wpg",2,5,5,0,1,2,5
"2016-11-30 01:30:00+00",20336,"fla",-1,9,11,5,6,2,0
"2016-11-30 01:30:00+00",20336,"fla",0,20,17,8,5,5,6
"2016-11-30 01:30:00+00",20336,"chi",0,17,20,5,8,6,5
"2016-11-30 01:30:00+00",20336,"chi",1,11,9,6,5,0,2
"2016-11-30 02:00:00+00",20337,"nsh",0,15,12,6,3,4,2
"2016-11-30 02:00:00+00",20337,"nsh",1,6,4,5,2,1,0
"2016-11-30 02:00:00+00",20337,"nsh",2,10,10,6,11,5,4
"2016-11-30 02:00:00+00",20337,"nsh",3,0,2,0,0,1,0
"2016-11-30 02:00:00+00",20337,"col",-3,2,0,0,0,0,1
"2016-11-30 02:00:00+00",20337,"col",-2,10,10,11,6,4,5
"2016-11-30 02:00:00+00",20337,"col",-1,4,6,2,5,0,1
"2016-11-30 02:00:00+00",20337,"col",0,12,15,3,6,2,4
"2016-11-30 02:00:00+00",20338,"tor",0,0,0,0,0,0,1
"2016-11-30 02:00:00+00",20338,"tor",1,9,7,4,11,1,4
"2016-11-30 02:00:00+00",20338,"tor",2,10,10,3,5,4,3
"2016-11-30 02:00:00+00",20338,"tor",3,0,2,1,2,1,0
"2016-11-30 02:00:00+00",20338,"edm",-3,2,0,2,1,0,1
"2016-11-30 02:00:00+00",20338,"edm",-2,10,10,5,3,3,4
"2016-11-30 02:00:00+00",20338,"edm",-1,7,9,11,4,4,1
"2016-11-30 02:00:00+00",20338,"edm",0,0,0,0,0,1,0
"2016-11-30 03:00:00+00",20339,"min",-2,1,1,0,1,0,1
"2016-11-30 03:00:00+00",20339,"min",-1,7,4,2,0,0,0
"2016-11-30 03:00:00+00",20339,"min",0,9,14,5,6,2,4
"2016-11-30 03:00:00+00",20339,"min",1,17,7,1,2,1,2
"2016-11-30 03:00:00+00",20339,"min",2,1,3,0,1,0,0
"2016-11-30 03:00:00+00",20339,"van",-2,3,1,1,0,0,0
"2016-11-30 03:00:00+00",20339,"van",-1,7,17,2,1,2,1
"2016-11-30 03:00:00+00",20339,"van",0,14,9,6,5,4,2
"2016-11-30 03:00:00+00",20339,"van",1,4,7,0,2,0,0
"2016-11-30 03:00:00+00",20339,"van",2,1,1,1,0,1,0
"2016-11-30 03:00:00+00",20340,"mtl",-2,12,8,5,2,4,5
"2016-11-30 03:00:00+00",20340,"mtl",-1,11,14,5,2,3,4
"2016-11-30 03:00:00+00",20340,"mtl",0,12,4,7,5,3,3
"2016-11-30 03:00:00+00",20340,"ana",0,4,12,5,7,3,3
"2016-11-30 03:00:00+00",20340,"ana",1,14,11,2,5,4,3
"2016-11-30 03:00:00+00",20340,"ana",2,8,12,2,5,5,4
"2016-11-30 03:00:00+00",20341,"ari",0,13,28,9,8,5,10
"2016-11-30 03:00:00+00",20341,"ari",1,3,8,1,1,2,0
"2016-11-30 03:00:00+00",20341,"sjs",-1,8,3,1,1,0,2
"2016-11-30 03:00:00+00",20341,"sjs",0,28,13,8,9,10,5
"2016-12-01 01:00:00+00",20342,"pit",-3,6,0,2,0,1,1
"2016-12-01 01:00:00+00",20342,"pit",-2,13,8,8,5,5,5
"2016-12-01 01:00:00+00",20342,"pit",-1,1,5,0,1,1,1
"2016-12-01 01:00:00+00",20342,"pit",0,10,10,5,7,3,6
"2016-12-01 01:00:00+00",20342,"nyi",0,10,10,7,5,6,3
"2016-12-01 01:00:00+00",20342,"nyi",1,5,1,1,0,1,1
"2016-12-01 01:00:00+00",20342,"nyi",2,8,13,5,8,5,5
"2016-12-01 01:00:00+00",20342,"nyi",3,0,6,0,2,1,1
"2016-12-01 01:30:00+00",20343,"tor",-3,25,16,11,6,11,5
"2016-12-01 01:30:00+00",20343,"tor",-2,6,7,1,1,3,4
"2016-12-01 01:30:00+00",20343,"tor",-1,0,2,0,0,0,0
"2016-12-01 01:30:00+00",20343,"tor",0,0,1,0,0,0,0
"2016-12-01 01:30:00+00",20343,"cgy",0,1,0,0,0,0,0
"2016-12-01 01:30:00+00",20343,"cgy",1,2,0,0,0,0,0
"2016-12-01 01:30:00+00",20343,"cgy",2,7,6,1,1,4,3
"2016-12-01 01:30:00+00",20343,"cgy",3,16,25,6,11,5,11
"2016-12-01 03:30:00+00",20344,"sjs",0,1,2,1,0,1,1
"2016-12-01 03:30:00+00",20344,"sjs",1,5,3,2,4,1,4
"2016-12-01 03:30:00+00",20344,"sjs",2,15,15,8,9,8,11
"2016-12-01 03:30:00+00",20344,"sjs",3,0,2,0,0,0,3
"2016-12-01 03:30:00+00",20344,"lak",-3,2,0,0,0,3,0
"2016-12-01 03:30:00+00",20344,"lak",-2,15,15,9,8,11,8
"2016-12-01 03:30:00+00",20344,"lak",-1,3,5,4,2,4,1
"2016-12-01 03:30:00+00",20344,"lak",0,2,1,0,1,1,1
"2016-12-02 00:00:00+00",20345,"car",0,12,11,9,4,4,5
"2016-12-02 00:00:00+00",20345,"car",1,10,17,3,9,1,10
"2016-12-02 00:00:00+00",20345,"bos",-1,17,10,9,3,10,1
"2016-12-02 00:00:00+00",20345,"bos",0,11,12,4,9,5,4
"2016-12-02 00:00:00+00",20346,"nyr",-1,7,8,3,4,6,2
"2016-12-02 00:00:00+00",20346,"nyr",0,4,11,3,10,2,8
"2016-12-02 00:00:00+00",20346,"nyr",1,4,12,2,5,4,4
"2016-12-02 00:00:00+00",20346,"buf",-1,12,4,5,2,4,4
"2016-12-02 00:00:00+00",20346,"buf",0,11,4,10,3,8,2
"2016-12-02 00:00:00+00",20346,"buf",1,8,7,4,3,2,6
"2016-12-02 00:00:00+00",20347,"dal",-3,1,4,1,1,0,0
"2016-12-02 00:00:00+00",20347,"dal",-2,0,0,0,0,1,0
"2016-12-02 00:00:00+00",20347,"dal",-1,10,9,7,5,2,2
"2016-12-02 00:00:00+00",20347,"dal",0,19,17,6,9,5,1
"2016-12-02 00:00:00+00",20347,"pit",0,17,19,9,6,1,5
"2016-12-02 00:00:00+00",20347,"pit",1,9,10,5,7,2,2
"2016-12-02 00:00:00+00",20347,"pit",2,0,0,0,0,0,1
"2016-12-02 00:00:00+00",20347,"pit",3,4,1,1,1,0,0
"2016-12-02 00:00:00+00",20348,"nyi",0,18,20,6,11,5,10
"2016-12-02 00:00:00+00",20348,"nyi",1,2,3,0,0,0,4
"2016-12-02 00:00:00+00",20348,"nyi",2,1,2,0,0,0,0
"2016-12-02 00:00:00+00",20348,"nyi",3,2,4,0,0,0,0
"2016-12-02 00:00:00+00",20348,"wsh",-3,4,2,0,0,0,0
"2016-12-02 00:00:00+00",20348,"wsh",-2,2,1,0,0,0,0
"2016-12-02 00:00:00+00",20348,"wsh",-1,3,2,0,0,4,0
"2016-12-02 00:00:00+00",20348,"wsh",0,20,18,11,6,10,5
"2016-12-02 00:30:00+00",20349,"phi",-2,6,2,4,3,10,3
"2016-12-02 00:30:00+00",20349,"phi",-1,11,4,7,5,1,2
"2016-12-02 00:30:00+00",20349,"phi",0,6,11,10,8,8,5
"2016-12-02 00:30:00+00",20349,"ott",0,11,6,8,10,5,8
"2016-12-02 00:30:00+00",20349,"ott",1,4,11,5,7,2,1
"2016-12-02 00:30:00+00",20349,"ott",2,2,6,3,4,3,10
"2016-12-02 00:30:00+00",20350,"fla",-1,4,3,3,1,1,5
"2016-12-02 00:30:00+00",20350,"fla",0,14,10,5,4,6,8
"2016-12-02 00:30:00+00",20350,"det",0,10,14,4,5,8,6
"2016-12-02 00:30:00+00",20350,"det",1,3,4,1,3,5,1
"2016-12-02 01:00:00+00",20351,"tbl",-3,5,3,3,2,1,4
"2016-12-02 01:00:00+00",20351,"tbl",-2,8,7,3,1,3,5
"2016-12-02 01:00:00+00",20351,"tbl",-1,9,8,4,1,5,4
"2016-12-02 01:00:00+00",20351,"tbl",0,1,1,0,0,0,0
"2016-12-02 01:00:00+00",20351,"stl",0,1,1,0,0,0,0
"2016-12-02 01:00:00+00",20351,"stl",1,8,9,1,4,4,5
"2016-12-02 01:00:00+00",20351,"stl",2,7,8,1,3,5,3
"2016-12-02 01:00:00+00",20351,"stl",3,3,5,2,3,4,1
"2016-12-02 01:00:00+00",20352,"edm",-1,6,1,5,1,2,1
"2016-12-02 01:00:00+00",20352,"edm",0,3,4,1,0,3,1
"2016-12-02 01:00:00+00",20352,"edm",1,6,5,1,3,1,4
"2016-12-02 01:00:00+00",20352,"edm",2,6,5,0,2,0,4
"2016-12-02 01:00:00+00",20352,"edm",3,4,7,1,1,1,2
"2016-12-02 01:00:00+00",20352,"wpg",-3,7,4,1,1,2,1
"2016-12-02 01:00:00+00",20352,"wpg",-2,5,6,2,0,4,0
"2016-12-02 01:00:00+00",20352,"wpg",-1,5,6,3,1,4,1
"2016-12-02 01:00:00+00",20352,"wpg",0,4,3,0,1,1,3
"2016-12-02 01:00:00+00",20352,"wpg",1,1,6,1,5,1,2
"2016-12-02 01:30:00+00",20353,"njd",-1,6,6,3,4,1,0
"2016-12-02 01:30:00+00",20353,"njd",0,18,11,6,11,6,5
"2016-12-02 01:30:00+00",20353,"njd",1,4,10,2,0,5,2
"2016-12-02 01:30:00+00",20353,"chi",-1,10,4,0,2,2,5
"2016-12-02 01:30:00+00",20353,"chi",0,11,18,11,6,5,6
"2016-12-02 01:30:00+00",20353,"chi",1,6,6,4,3,0,1
"2016-12-02 02:00:00+00",20354,"cbj",0,9,2,0,2,3,2
"2016-12-02 02:00:00+00",20354,"cbj",1,11,7,5,6,6,4
"2016-12-02 02:00:00+00",20354,"cbj",2,8,3,1,4,4,1
"2016-12-02 02:00:00+00",20354,"col",-2,3,8,4,1,1,4
"2016-12-02 02:00:00+00",20354,"col",-1,7,11,6,5,4,6
"2016-12-02 02:00:00+00",20354,"col",0,2,9,2,0,2,3
"2016-12-02 02:00:00+00",20355,"lak",-1,10,5,2,4,4,3
"2016-12-02 02:00:00+00",20355,"lak",0,14,11,10,2,7,6
"2016-12-02 02:00:00+00",20355,"lak",1,0,1,0,0,0,0
"2016-12-02 02:00:00+00",20355,"ari",-1,1,0,0,0,0,0
"2016-12-02 02:00:00+00",20355,"ari",0,11,14,2,10,6,7
"2016-12-02 02:00:00+00",20355,"ari",1,5,10,4,2,3,4
"2016-12-02 03:00:00+00",20356,"ana",0,11,5,9,9,4,3
"2016-12-02 03:00:00+00",20356,"ana",1,7,6,2,3,2,1
"2016-12-02 03:00:00+00",20356,"ana",2,3,9,4,3,1,1
"2016-12-02 03:00:00+00",20356,"van",-2,9,3,3,4,1,1
"2016-12-02 03:00:00+00",20356,"van",-1,6,7,3,2,1,2
"2016-12-02 03:00:00+00",20356,"van",0,5,11,9,9,3,4
"2016-12-03 02:00:00+00",20357,"min",-1,13,11,2,10,6,2
"2016-12-03 02:00:00+00",20357,"min",0,4,7,4,2,3,2
"2016-12-03 02:00:00+00",20357,"min",1,5,3,2,2,2,3
"2016-12-03 02:00:00+00",20357,"cgy",-1,3,5,2,2,3,2
"2016-12-03 02:00:00+00",20357,"cgy",0,7,4,2,4,2,3
"2016-12-03 02:00:00+00",20357,"cgy",1,11,13,10,2,2,6
"2016-12-03 03:30:00+00",20358,"mtl",-2,16,13,9,4,7,3
"2016-12-03 03:30:00+00",20358,"mtl",-1,12,8,3,4,6,1
"2016-12-03 03:30:00+00",20358,"mtl",0,1,3,1,1,0,1
"2016-12-03 03:30:00+00",20358,"sjs",0,3,1,1,1,1,0
"2016-12-03 03:30:00+00",20358,"sjs",1,8,12,4,3,1,6
"2016-12-03 03:30:00+00",20358,"sjs",2,13,16,4,9,3,7
"2016-12-03 18:00:00+00",20359,"bos",0,6,2,8,5,1,1
"2016-12-03 18:00:00+00",20359,"bos",1,23,26,5,10,5,3
"2016-12-03 18:00:00+00",20359,"bos",2,0,2,0,1,0,0
"2016-12-03 18:00:00+00",20359,"buf",-2,2,0,1,0,0,0
"2016-12-03 18:00:00+00",20359,"buf",-1,26,23,10,5,3,5
"2016-12-03 18:00:00+00",20359,"buf",0,2,6,5,8,1,1
"2016-12-03 18:00:00+00",20360,"car",-2,0,0,0,0,0,0
"2016-12-03 18:00:00+00",20360,"car",-1,22,3,10,9,4,1
"2016-12-03 18:00:00+00",20360,"car",0,6,18,6,5,2,3
"2016-12-03 18:00:00+00",20360,"nyr",0,18,6,5,6,3,2
"2016-12-03 18:00:00+00",20360,"nyr",1,3,22,9,10,1,4
"2016-12-03 18:00:00+00",20360,"nyr",2,0,0,0,0,0,0
"2016-12-03 18:00:00+00",20361,"chi",-2,12,7,6,10,2,5
"2016-12-03 18:00:00+00",20361,"chi",-1,5,2,1,0,2,3
"2016-12-03 18:00:00+00",20361,"chi",0,2,4,1,0,2,1
"2016-12-03 18:00:00+00",20361,"chi",1,6,12,2,4,3,4
"2016-12-03 18:00:00+00",20361,"phi",-1,12,6,4,2,4,3
"2016-12-03 18:00:00+00",20361,"phi",0,4,2,0,1,1,2
"2016-12-03 18:00:00+00",20361,"phi",1,2,5,0,1,3,2
"2016-12-03 18:00:00+00",20361,"phi",2,7,12,10,6,5,2
"2016-12-03 19:00:00+00",20362,"njd",-3,3,6,1,2,2,1
"2016-12-03 19:00:00+00",20362,"njd",-2,4,2,1,0,0,2
"2016-12-03 19:00:00+00",20362,"njd",-1,3,14,2,6,0,6
"2016-12-03 19:00:00+00",20362,"njd",0,7,15,4,6,4,3
"2016-12-03 19:00:00+00",20362,"nsh",0,15,7,6,4,3,4
"2016-12-03 19:00:00+00",20362,"nsh",1,14,3,6,2,6,0
"2016-12-03 19:00:00+00",20362,"nsh",2,2,4,0,1,2,0
"2016-12-03 19:00:00+00",20362,"nsh",3,6,3,2,1,1,2
"2016-12-04 00:00:00+00",20363,"fla",-2,13,11,12,3,4,3
"2016-12-04 00:00:00+00",20363,"fla",-1,0,1,0,0,0,0
"2016-12-04 00:00:00+00",20363,"fla",0,1,2,3,2,0,3
"2016-12-04 00:00:00+00",20363,"ott",0,2,1,2,3,3,0
"2016-12-04 00:00:00+00",20363,"ott",1,1,0,0,0,0,0
"2016-12-04 00:00:00+00",20363,"ott",2,11,13,3,12,3,4
"2016-12-04 00:00:00+00",20364,"wsh",-1,4,4,5,1,3,1
"2016-12-04 00:00:00+00",20364,"wsh",0,14,19,9,2,7,6
"2016-12-04 00:00:00+00",20364,"tbl",0,19,14,2,9,6,7
"2016-12-04 00:00:00+00",20364,"tbl",1,4,4,1,5,1,3
"2016-12-04 00:00:00+00",20365,"det",-2,2,0,0,0,0,0
"2016-12-04 00:00:00+00",20365,"det",-1,3,1,0,0,1,1
"2016-12-04 00:00:00+00",20365,"det",0,8,10,6,5,6,4
"2016-12-04 00:00:00+00",20365,"det",1,11,11,6,7,2,1
"2016-12-04 00:00:00+00",20365,"det",2,1,9,0,0,2,5
"2016-12-04 00:00:00+00",20365,"pit",-2,9,1,0,0,5,2
"2016-12-04 00:00:00+00",20365,"pit",-1,11,11,7,6,1,2
"2016-12-04 00:00:00+00",20365,"pit",0,10,8,5,6,4,6
"2016-12-04 00:00:00+00",20365,"pit",1,1,3,0,0,1,1
"2016-12-04 00:00:00+00",20365,"pit",2,0,2,0,0,0,0
"2016-12-04 00:00:00+00",20366,"wpg",-1,1,0,1,0,0,0
"2016-12-04 00:00:00+00",20366,"wpg",0,13,13,7,7,5,7
"2016-12-04 00:00:00+00",20366,"wpg",1,3,4,1,1,3,1
"2016-12-04 00:00:00+00",20366,"stl",-1,4,3,1,1,1,3
"2016-12-04 00:00:00+00",20366,"stl",0,13,13,7,7,7,5
"2016-12-04 00:00:00+00",20366,"stl",1,0,1,0,1,0,0
"2016-12-04 00:00:00+00",20367,"tor",-2,3,5,2,1,0,1
"2016-12-04 00:00:00+00",20367,"tor",-1,11,7,3,1,8,4
"2016-12-04 00:00:00+00",20367,"tor",0,14,8,2,3,6,3
"2016-12-04 00:00:00+00",20367,"van",0,8,14,3,2,3,6
"2016-12-04 00:00:00+00",20367,"van",1,7,11,1,3,4,8
"2016-12-04 00:00:00+00",20367,"van",2,5,3,1,2,1,0
"2016-12-04 01:00:00+00",20368,"cbj",-1,24,9,5,4,6,1
"2016-12-04 01:00:00+00",20368,"cbj",0,8,10,3,0,1,3
"2016-12-04 01:00:00+00",20368,"cbj",1,9,3,5,8,5,2
"2016-12-04 01:00:00+00",20368,"ari",-1,3,9,8,5,2,5
"2016-12-04 01:00:00+00",20368,"ari",0,10,8,0,3,3,1
"2016-12-04 01:00:00+00",20368,"ari",1,9,24,4,5,1,6
"2016-12-04 02:00:00+00",20369,"dal",0,6,3,1,1,2,0
"2016-12-04 02:00:00+00",20369,"dal",1,7,8,6,3,2,3
"2016-12-04 02:00:00+00",20369,"dal",2,9,8,5,2,3,7
"2016-12-04 02:00:00+00",20369,"dal",3,2,0,0,0,2,0
"2016-12-04 02:00:00+00",20369,"col",-3,0,2,0,0,0,2
"2016-12-04 02:00:00+00",20369,"col",-2,8,9,2,5,7,3
"2016-12-04 02:00:00+00",20369,"col",-1,8,7,3,6,3,2
